simMinute,population,stripEntries,crossings,totalStripEntries,totalCrossings,simTick
2277,37,0,0,865,189,5464801
2278,35,3,2,868,191,5467201
2279,34,1,0,869,191,5469601
2280,37,1,0,870,191,5472001
2281,38,1,0,871,191,5474401
2282,37,1,0,872,191,5476801
2283,35,1,0,873,191,5479201
2284,29,1,0,874,191,5481601
2285,32,1,0,875,191,5484001
2286,35,0,0,875,191,5486401
2287,30,0,0,875,191,5488801
2288,29,0,0,875,191,5491201
2289,30,0,0,875,191,5493601
2290,28,0,0,875,191,5496001
2291,24,1,0,876,191,5498401
2292,29,1,1,877,192,5500801
2293,28,0,0,877,192,5503201
2294,29,0,0,877,192,5505601
2295,32,0,0,877,192,5508001
2296,29,0,0,877,192,5510401
2297,27,0,0,877,192,5512801
2298,28,0,0,877,192,5515201
2299,29,1,1,878,193,5517601
2300,30,1,0,879,193,5520001
2301,32,2,0,881,193,5522401
2302,34,0,0,881,193,5524801
2303,36,0,0,881,193,5527201
2304,33,0,0,881,193,5529601
2305,35,0,0,881,193,5532001
2306,29,0,0,881,193,5534401
2307,34,0,0,881,193,5536801
2308,32,0,0,881,193,5539201
2309,31,0,0,881,193,5541601
2310,29,0,0,881,193,5544001
2311,27,0,0,881,193,5546401
2312,29,0,0,881,193,5548801
2313,28,1,0,882,193,5551201
2314,31,1,1,883,194,5553601
2315,25,0,0,883,194,5556001
2316,27,0,0,883,194,5558401
2317,24,2,0,885,194,5560801
2318,23,3,0,888,194,5563201
2319,24,2,0,890,194,5565601
2320,23,1,0,891,194,5568001
2321,25,0,0,891,194,5570401
2322,21,0,0,891,194,5572801
2323,22,1,0,892,194,5575201
2324,22,0,0,892,194,5577601
2325,24,0,0,892,194,5580001
2326,23,0,0,892,194,5582401
2327,21,2,0,894,194,5584801
2328,21,1,0,895,194,5587201
2329,21,0,0,895,194,5589601
2330,21,1,0,896,194,5592001
2331,22,0,0,896,194,5594401
2332,20,0,0,896,194,5596801
2333,20,3,2,899,196,5599201
2334,19,1,0,900,196,5601601
2335,21,0,0,900,196,5604001
2336,21,1,0,901,196,5606401
2337,22,0,0,901,196,5608801
2338,24,0,0,901,196,5611201
2339,22,0,0,901,196,5613601
2340,22,0,0,901,196,5616001
2341,22,0,0,901,196,5618401
2342,24,1,1,902,197,5620801
2343,23,0,0,902,197,5623201
2344,25,0,0,902,197,5625601
2345,25,2,0,904,197,5628001
2346,29,1,0,905,197,5630401
2347,27,0,0,905,197,5632801
2348,25,1,0,906,197,5635201
2349,30,0,0,906,197,5637601
2350,29,0,0,906,197,5640001
2351,30,0,0,906,197,5642401
2352,26,2,0,908,197,5644801
2353,31,0,0,908,197,5647201
2354,28,0,0,908,197,5649601
2355,27,4,1,912,198,5652001
2356,25,1,0,913,198,5654401
2357,26,1,0,914,198,5656801
2358,26,0,0,914,198,5659201
2359,25,0,0,914,198,5661601
2360,24,0,0,914,198,5664001
2361,22,0,0,914,198,5666401
2362,24,0,0,914,198,5668801
2363,25,1,0,915,198,5671201
2364,26,0,0,915,198,5673601
2365,26,0,0,915,198,5676001
2366,26,2,0,917,198,5678401
2367,25,0,0,917,198,5680801
2368,28,0,0,917,198,5683201
2369,26,0,0,917,198,5685601
2370,25,1,0,918,198,5688001
2371,25,0,0,918,198,5690401
2372,25,0,0,918,198,5692801
2373,22,1,0,919,198,5695201
2374,22,1,1,920,199,5697601
2375,25,0,0,920,199,5700001
2376,22,0,0,920,199,5702401
2377,22,0,0,920,199,5704801
2378,24,0,0,920,199,5707201
2379,25,0,0,920,199,5709601
2380,22,2,0,922,199,5712001
2381,21,0,0,922,199,5714401
2382,26,0,0,922,199,5716801
2383,25,0,0,922,199,5719201
2384,24,2,0,924,199,5721601
2385,20,0,0,924,199,5724001
2386,19,0,0,924,199,5726401
2387,21,0,0,924,199,5728801
2388,20,0,0,924,199,5731201
2389,21,0,0,924,199,5733601
2390,21,0,0,924,199,5736001
2391,20,1,0,925,199,5738401
2392,20,0,0,925,199,5740801
2393,21,0,0,925,199,5743201
2394,21,0,0,925,199,5745601
2395,22,0,0,925,199,5748001
2396,22,1,0,926,199,5750401
2397,25,0,0,926,199,5752801
2398,25,0,0,926,199,5755201
2399,24,0,0,926,199,5757601
2400,25,0,0,926,199,5760001
2401,27,0,0,926,199,5762401
2402,25,0,0,926,199,5764801
2403,25,0,0,926,199,5767201
2404,28,1,0,927,199,5769601
2405,28,0,0,927,199,5772001
2406,31,0,0,927,199,5774401
2407,31,0,0,927,199,5776801
2408,29,2,0,929,199,5779201
2409,34,0,0,929,199,5781601
2410,34,0,0,929,199,5784001
2411,34,0,0,929,199,5786401
2412,37,0,0,929,199,5788801
2413,32,1,0,930,199,5791201
2414,27,4,0,934,199,5793601
2415,26,0,0,934,199,5796001
2416,27,0,0,934,199,5798401
2417,30,0,0,934,199,5800801
2418,27,0,0,934,199,5803201
2419,29,0,0,934,199,5805601
2420,27,0,0,934,199,5808001
2421,27,0,0,934,199,5810401
2422,28,1,0,935,199,5812801
2423,29,0,0,935,199,5815201
2424,29,0,0,935,199,5817601
2425,30,0,0,935,199,5820001
2426,32,0,0,935,199,5822401
2427,32,1,0,936,199,5824801
2428,37,0,0,936,199,5827201
2429,32,1,0,937,199,5829601
2430,32,2,0,939,199,5832001
2431,34,1,0,940,199,5834401
2432,38,0,0,940,199,5836801
2433,35,1,1,941,200,5839201
2434,32,0,0,941,200,5841601
2435,32,0,0,941,200,5844001
2436,31,0,0,941,200,5846401
2437,34,0,0,941,200,5848801
2438,27,0,0,941,200,5851201
2439,28,0,0,941,200,5853601
2440,27,0,0,941,200,5856001
2441,30,0,0,941,200,5858401
2442,28,0,0,941,200,5860801
2443,30,0,0,941,200,5863201
2444,26,0,0,941,200,5865601
2445,30,0,0,941,200,5868001
2446,25,0,0,941,200,5870401
2447,27,1,0,942,200,5872801
2448,25,0,0,942,200,5875201
2449,24,0,0,942,200,5877601
2450,23,0,0,942,200,5880001
2451,25,0,0,942,200,5882401
2452,25,0,0,942,200,5884801
2453,28,2,0,944,200,5887201
2454,27,0,0,944,200,5889601
2455,27,0,0,944,200,5892001
2456,29,0,0,944,200,5894401
2457,30,0,0,944,200,5896801
2458,33,0,0,944,200,5899201
2459,27,3,1,947,201,5901601
2460,25,0,0,947,201,5904001
2461,25,0,0,947,201,5906401
2462,25,0,0,947,201,5908801
2463,26,1,1,948,202,5911201
2464,26,0,0,948,202,5913601
2465,24,0,0,948,202,5916001
2466,24,1,1,949,203,5918401
2467,24,0,0,949,203,5920801
2468,23,0,0,949,203,5923201
2469,25,0,0,949,203,5925601
2470,24,0,0,949,203,5928001
2471,25,0,0,949,203,5930401
2472,23,1,0,950,203,5932801
2473,24,1,1,951,204,5935201
2474,29,0,0,951,204,5937601
2475,28,0,0,951,204,5940001
2476,26,1,0,952,204,5942401
2477,28,1,1,953,205,5944801
2478,29,0,0,953,205,5947201
2479,31,0,0,953,205,5949601
2480,31,1,0,954,205,5952001
2481,34,1,0,955,205,5954401
2482,30,1,0,956,205,5956801
2483,33,2,0,958,205,5959201
2484,32,0,0,958,205,5961601
2485,28,0,0,958,205,5964001
2486,28,0,0,958,205,5966401
2487,30,0,0,958,205,5968801
2488,29,1,1,959,206,5971201
2489,27,1,0,960,206,5973601
2490,28,0,0,960,206,5976001
2491,29,0,0,960,206,5978401
2492,34,0,0,960,206,5980801
2493,30,1,0,961,206,5983201
2494,34,0,0,961,206,5985601
2495,35,0,0,961,206,5988001
2496,35,0,0,961,206,5990401
2497,35,0,0,961,206,5992801
2498,38,0,0,961,206,5995201
2499,39,0,0,961,206,5997601
2500,38,0,0,961,206,6000001
2501,36,1,0,962,206,6002401
2502,33,0,0,962,206,6004801
2503,36,1,0,963,206,6007201
2504,33,0,0,963,206,6009601
2505,32,0,0,963,206,6012001
2506,36,0,0,963,206,6014401
2507,39,1,1,964,207,6016801
2508,38,1,0,965,207,6019201
2509,34,0,0,965,207,6021601
2510,33,0,0,965,207,6024001
2511,28,0,0,965,207,6026401
2512,29,0,0,965,207,6028801
2513,34,1,0,966,207,6031201
2514,33,1,0,967,207,6033601
2515,32,1,0,968,207,6036001
2516,31,0,0,968,207,6038401
2517,31,0,0,968,207,6040801
2518,31,2,1,970,208,6043201
2519,30,1,0,971,208,6045601
2520,28,0,0,971,208,6048001
2521,33,0,0,971,208,6050401
2522,28,0,0,971,208,6052801
2523,31,0,0,971,208,6055201
2524,26,0,0,971,208,6057601
2525,30,2,1,973,209,6060001
2526,25,1,0,974,209,6062401
2527,25,1,0,975,209,6064801
2528,24,0,0,975,209,6067201
2529,26,1,0,976,209,6069601
2530,26,0,0,976,209,6072001
2531,29,0,0,976,209,6074401
2532,25,0,0,976,209,6076801
2533,28,2,0,978,209,6079201
2534,26,0,0,978,209,6081601
2535,28,0,0,978,209,6084001
2536,30,2,1,980,210,6086401
2537,25,0,0,980,210,6088801
2538,25,1,0,981,210,6091201
2539,23,1,0,982,210,6093601
2540,25,0,0,982,210,6096001
2541,24,0,0,982,210,6098401
2542,27,0,0,982,210,6100801
2543,23,0,0,982,210,6103201
2544,24,1,0,983,210,6105601
2545,25,0,0,983,210,6108001
2546,24,1,0,984,210,6110401
2547,23,0,0,984,210,6112801
2548,25,1,0,985,210,6115201
2549,28,0,0,985,210,6117601
2550,26,0,0,985,210,6120001
2551,27,0,0,985,210,6122401
2552,28,0,0,985,210,6124801
2553,30,1,0,986,210,6127201
2554,29,0,0,986,210,6129601
2555,30,1,0,987,210,6132001
2556,29,0,0,987,210,6134401
2557,29,0,0,987,210,6136801
2558,33,0,0,987,210,6139201
2559,33,0,0,987,210,6141601
2560,37,0,0,987,210,6144001
2561,36,4,1,991,211,6146401
2562,33,0,0,991,211,6148801
2563,36,1,0,992,211,6151201
2564,32,0,0,992,211,6153601
2565,34,1,0,993,211,6156001
2566,34,0,0,993,211,6158401
2567,35,0,0,993,211,6160801
2568,32,1,0,994,211,6163201
2569,30,0,0,994,211,6165601
2570,31,0,0,994,211,6168001
2571,30,0,0,994,211,6170401
2572,33,2,0,996,211,6172801
2573,28,1,0,997,211,6175201
2574,29,0,0,997,211,6177601
2575,29,1,0,998,211,6180001
2576,26,2,0,1000,211,6182401
2577,27,2,0,1002,211,6184801
2578,30,0,0,1002,211,6187201
2579,28,1,0,1003,211,6189601
2580,30,1,0,1004,211,6192001
2581,26,0,0,1004,211,6194401
2582,30,0,0,1004,211,6196801
2583,26,0,0,1004,211,6199201
2584,25,1,0,1005,211,6201601
2585,25,0,0,1005,211,6204001
2586,23,0,0,1005,211,6206401
2587,26,0,0,1005,211,6208801
2588,24,1,0,1006,211,6211201
2589,25,1,0,1007,211,6213601
2590,24,0,0,1007,211,6216001
2591,24,1,0,1008,211,6218401
2592,24,0,0,1008,211,6220801
2593,24,0,0,1008,211,6223201
2594,22,1,0,1009,211,6225601
2595,24,0,0,1009,211,6228001
2596,22,0,0,1009,211,6230401
2597,25,1,1,1010,212,6232801
2598,24,1,1,1011,213,6235201
2599,27,0,0,1011,213,6237601
2600,24,0,0,1011,213,6240001
2601,25,0,0,1011,213,6242401
2602,22,1,0,1012,213,6244801
2603,21,0,0,1012,213,6247201
2604,24,0,0,1012,213,6249601
2605,27,0,0,1012,213,6252001
2606,27,1,0,1013,213,6254401
2607,23,1,0,1014,213,6256801
2608,27,1,1,1015,214,6259201
2609,26,1,0,1016,214,6261601
2610,28,0,0,1016,214,6264001
2611,31,1,0,1017,214,6266401
2612,29,0,0,1017,214,6268801
2613,34,0,0,1017,214,6271201
2614,33,1,0,1018,214,6273601
2615,35,0,0,1018,214,6276001
2616,37,0,0,1018,214,6278401
2617,35,0,0,1018,214,6280801
2618,38,0,0,1018,214,6283201
2619,34,2,0,1020,214,6285601
2620,35,1,0,1021,214,6288001
2621,34,0,0,1021,214,6290401
2622,33,0,0,1021,214,6292801
2623,31,1,0,1022,214,6295201
2624,30,3,1,1025,215,6297601
2625,30,2,0,1027,215,6300001
2626,30,0,0,1027,215,6302401
2627,32,0,0,1027,215,6304801
2628,31,1,0,1028,215,6307201
2629,31,0,0,1028,215,6309601
2630,31,0,0,1028,215,6312001
2631,33,0,0,1028,215,6314401
2632,32,1,0,1029,215,6316801
2633,33,0,0,1029,215,6319201
2634,36,0,0,1029,215,6321601
2635,35,2,0,1031,215,6324001
2636,36,1,0,1032,215,6326401
2637,37,1,0,1033,215,6328801
2638,35,0,0,1033,215,6331201
2639,37,1,0,1034,215,6333601
2640,34,0,0,1034,215,6336001
2641,36,0,0,1034,215,6338401
2642,40,0,0,1034,215,6340801
2643,34,0,0,1034,215,6343201
2644,37,1,0,1035,215,6345601
2645,33,2,0,1037,215,6348001
2646,33,1,0,1038,215,6350401
2647,34,0,0,1038,215,6352801
2648,36,0,0,1038,215,6355201
2649,30,1,0,1039,215,6357601
2650,29,1,0,1040,215,6360001
2651,28,1,0,1041,215,6362401
2652,31,1,0,1042,215,6364801
2653,30,0,0,1042,215,6367201
2654,34,2,0,1044,215,6369601
2655,29,1,0,1045,215,6372001
2656,32,0,0,1045,215,6374401
2657,30,3,0,1048,215,6376801
2658,29,0,0,1048,215,6379201
2659,25,0,0,1048,215,6381601
2660,27,2,1,1050,216,6384001
2661,26,0,0,1050,216,6386401
2662,29,1,0,1051,216,6388801
2663,27,0,0,1051,216,6391201
2664,26,0,0,1051,216,6393601
2665,27,1,0,1052,216,6396001
2666,26,0,0,1052,216,6398401
2667,26,0,0,1052,216,6400801
2668,25,1,0,1053,216,6403201
2669,25,2,1,1055,217,6405601
2670,26,1,0,1056,217,6408001
2671,25,0,0,1056,217,6410401
2672,25,0,0,1056,217,6412801
2673,24,1,0,1057,217,6415201
2674,24,0,0,1057,217,6417601
2675,29,1,1,1058,218,6420001
2676,29,0,0,1058,218,6422401
2677,25,0,0,1058,218,6424801
2678,26,1,1,1059,219,6427201
2679,25,1,0,1060,219,6429601
2680,23,2,0,1062,219,6432001
2681,24,0,0,1062,219,6434401
2682,25,0,0,1062,219,6436801
2683,27,0,0,1062,219,6439201
2684,31,0,0,1062,219,6441601
2685,28,2,0,1064,219,6444001
2686,27,0,0,1064,219,6446401
2687,26,2,0,1066,219,6448801
2688,29,0,0,1066,219,6451201
2689,26,1,1,1067,220,6453601
2690,28,0,0,1067,220,6456001
2691,26,0,0,1067,220,6458401
2692,27,1,0,1068,220,6460801
2693,30,0,0,1068,220,6463201
2694,30,0,0,1068,220,6465601
2695,25,1,0,1069,220,6468001
2696,27,0,0,1069,220,6470401
2697,27,0,0,1069,220,6472801
2698,31,1,0,1070,220,6475201
2699,29,2,0,1072,220,6477601
2700,29,0,0,1072,220,6480001
2701,31,0,0,1072,220,6482401
2702,31,0,0,1072,220,6484801
2703,29,0,0,1072,220,6487201
2704,27,0,0,1072,220,6489601
2705,30,1,1,1073,221,6492001
2706,30,0,0,1073,221,6494401
2707,28,1,1,1074,222,6496801
2708,30,0,0,1074,222,6499201
2709,28,0,0,1074,222,6501601
2710,29,1,0,1075,222,6504001
2711,30,1,1,1076,223,6506401
2712,29,0,0,1076,223,6508801
2713,25,2,0,1078,223,6511201
2714,23,0,0,1078,223,6513601
2715,25,0,0,1078,223,6516001
2716,25,0,0,1078,223,6518401
2717,30,0,0,1078,223,6520801
2718,26,0,0,1078,223,6523201
2719,29,0,0,1078,223,6525601
2720,29,1,1,1079,224,6528001
2721,28,1,0,1080,224,6530401
2722,32,1,0,1081,224,6532801
2723,32,0,0,1081,224,6535201
2724,35,2,1,1083,225,6537601
2725,30,2,0,1085,225,6540001
2726,34,0,0,1085,225,6542401
2727,33,0,0,1085,225,6544801
2728,32,1,0,1086,225,6547201
2729,32,1,1,1087,226,6549601
2730,34,0,0,1087,226,6552001
2731,35,1,0,1088,226,6554401
2732,33,3,2,1091,228,6556801
2733,37,1,0,1092,228,6559201
2734,33,2,1,1094,229,6561601
2735,34,0,0,1094,229,6564001
2736,40,0,0,1094,229,6566401
2737,40,0,0,1094,229,6568801
2738,39,2,1,1096,230,6571201
2739,37,1,0,1097,230,6573601
2740,35,0,0,1097,230,6576001
2741,36,1,0,1098,230,6578401
2742,34,1,0,1099,230,6580801
2743,36,0,0,1099,230,6583201
2744,35,0,0,1099,230,6585601
2745,31,0,0,1099,230,6588001
2746,32,0,0,1099,230,6590401
2747,29,0,0,1099,230,6592801
2748,32,0,0,1099,230,6595201
2749,34,0,0,1099,230,6597601
2750,36,0,0,1099,230,6600001
2751,35,1,0,1100,230,6602401
2752,39,0,0,1100,230,6604801
2753,40,0,0,1100,230,6607201
2754,39,2,1,1102,231,6609601
2755,39,0,0,1102,231,6612001
2756,35,1,1,1103,232,6614401
2757,36,1,0,1104,232,6616801
2758,34,0,0,1104,232,6619201
2759,37,1,0,1105,232,6621601
2760,34,1,0,1106,232,6624001
2761,37,0,0,1106,232,6626401
2762,37,1,0,1107,232,6628801
2763,32,0,0,1107,232,6631201
2764,36,0,0,1107,232,6633601
2765,34,1,0,1108,232,6636001
2766,34,2,0,1110,232,6638401
2767,34,1,0,1111,232,6640801
2768,34,0,0,1111,232,6643201
2769,37,1,0,1112,232,6645601
2770,36,3,0,1115,232,6648001
2771,34,2,0,1117,232,6650401
2772,31,0,0,1117,232,6652801
2773,33,4,0,1121,232,6655201
2774,33,0,0,1121,232,6657601
2775,34,1,0,1122,232,6660001
2776,35,1,1,1123,233,6662401
2777,36,0,0,1123,233,6664801
2778,36,1,0,1124,233,6667201
2779,32,0,0,1124,233,6669601
2780,31,0,0,1124,233,6672001
2781,31,2,0,1126,233,6674401
2782,31,1,0,1127,233,6676801
2783,31,0,0,1127,233,6679201
2784,31,0,0,1127,233,6681601
2785,30,1,0,1128,233,6684001
2786,31,1,0,1129,233,6686401
2787,30,1,0,1130,233,6688801
2788,30,0,0,1130,233,6691201
2789,28,1,0,1131,233,6693601
2790,30,0,0,1131,233,6696001
2791,23,2,1,1133,234,6698401
2792,25,0,0,1133,234,6700801
2793,25,0,0,1133,234,6703201
2794,30,0,0,1133,234,6705601
2795,28,0,0,1133,234,6708001
2796,26,0,0,1133,234,6710401
2797,28,1,0,1134,234,6712801
2798,29,0,0,1134,234,6715201
2799,27,1,0,1135,234,6717601
2800,29,1,0,1136,234,6720001
2801,32,0,0,1136,234,6722401
2802,29,0,0,1136,234,6724801
2803,32,0,0,1136,234,6727201
2804,36,0,0,1136,234,6729601
2805,35,1,0,1137,234,6732001
2806,29,0,0,1137,234,6734401
2807,32,0,0,1137,234,6736801
2808,33,0,0,1137,234,6739201
2809,33,1,0,1138,234,6741601
2810,33,1,1,1139,235,6744001
2811,35,0,0,1139,235,6746401
2812,39,0,0,1139,235,6748801
2813,36,1,0,1140,235,6751201
2814,35,0,0,1140,235,6753601
2815,37,3,0,1143,235,6756001
2816,31,0,0,1143,235,6758401
2817,33,1,0,1144,235,6760801
2818,31,2,0,1146,235,6763201
2819,27,2,0,1148,235,6765601
2820,23,0,0,1148,235,6768001
2821,21,0,0,1148,235,6770401
2822,24,0,0,1148,235,6772801
2823,26,1,0,1149,235,6775201
2824,24,0,0,1149,235,6777601
2825,24,0,0,1149,235,6780001
2826,27,0,0,1149,235,6782401
2827,29,1,0,1150,235,6784801
2828,25,1,0,1151,235,6787201
2829,24,0,0,1151,235,6789601
2830,26,1,0,1152,235,6792001
2831,24,1,0,1153,235,6794401
2832,27,1,0,1154,235,6796801
2833,26,1,0,1155,235,6799201
2834,26,0,0,1155,235,6801601
2835,28,1,0,1156,235,6804001
2836,29,0,0,1156,235,6806401
2837,28,1,0,1157,235,6808801
2838,28,0,0,1157,235,6811201
2839,29,0,0,1157,235,6813601
2840,30,0,0,1157,235,6816001
2841,29,0,0,1157,235,6818401
2842,30,1,0,1158,235,6820801
2843,30,0,0,1158,235,6823201
2844,32,1,0,1159,235,6825601
2845,33,0,0,1159,235,6828001
2846,38,0,0,1159,235,6830401
2847,36,1,0,1160,235,6832801
2848,33,0,0,1160,235,6835201
2849,36,0,0,1160,235,6837601
2850,36,2,0,1162,235,6840001
2851,35,2,0,1164,235,6842401
2852,31,1,0,1165,235,6844801
2853,36,0,0,1165,235,6847201
2854,34,0,0,1165,235,6849601
2855,37,0,0,1165,235,6852001
2856,32,1,1,1166,236,6854401
2857,36,0,0,1166,236,6856801
2858,33,2,0,1168,236,6859201
2859,34,1,0,1169,236,6861601
2860,34,0,0,1169,236,6864001
2861,35,0,0,1169,236,6866401
2862,32,0,0,1169,236,6868801
2863,32,0,0,1169,236,6871201
2864,31,2,0,1171,236,6873601
2865,32,0,0,1171,236,6876001
2866,32,0,0,1171,236,6878401
2867,31,0,0,1171,236,6880801
2868,28,0,0,1171,236,6883201
2869,30,2,0,1173,236,6885601
2870,32,0,0,1173,236,6888001
2871,29,0,0,1173,236,6890401
2872,27,1,0,1174,236,6892801
2873,26,1,0,1175,236,6895201
2874,29,1,0,1176,236,6897601
2875,28,0,0,1176,236,6900001
2876,24,0,0,1176,236,6902401
2877,24,2,0,1178,236,6904801
2878,26,0,0,1178,236,6907201
2879,27,1,0,1179,236,6909601
2880,25,2,0,1181,236,6912001
2881,26,1,0,1182,236,6914401
2882,24,2,0,1184,236,6916801
2883,24,1,0,1185,236,6919201
2884,24,0,0,1185,236,6921601
2885,26,1,0,1186,236,6924001
2886,26,0,0,1186,236,6926401
2887,26,0,0,1186,236,6928801
2888,28,0,0,1186,236,6931201
2889,29,1,0,1187,236,6933601
2890,30,1,0,1188,236,6936001
2891,30,1,0,1189,236,6938401
2892,29,1,0,1190,236,6940801
2893,30,0,0,1190,236,6943201
2894,32,0,0,1190,236,6945601
2895,32,0,0,1190,236,6948001
2896,32,2,1,1192,237,6950401
2897,31,0,0,1192,237,6952801
2898,35,0,0,1192,237,6955201
2899,36,2,0,1194,237,6957601
2900,33,2,0,1196,237,6960001
2901,32,1,0,1197,237,6962401
2902,29,1,0,1198,237,6964801
2903,34,1,0,1199,237,6967201
2904,37,1,0,1200,237,6969601
2905,30,0,0,1200,237,6972001
2906,30,0,0,1200,237,6974401
2907,32,0,0,1200,237,6976801
2908,31,2,0,1202,237,6979201
2909,26,1,0,1203,237,6981601
2910,27,0,0,1203,237,6984001
2911,27,0,0,1203,237,6986401
2912,26,1,0,1204,237,6988801
2913,29,0,0,1204,237,6991201
2914,26,0,0,1204,237,6993601
2915,26,0,0,1204,237,6996001
2916,28,2,0,1206,237,6998401
2917,27,0,0,1206,237,7000801
2918,30,0,0,1206,237,7003201
2919,28,1,1,1207,238,7005601
2920,30,0,0,1207,238,7008001
2921,30,1,0,1208,238,7010401
2922,31,1,1,1209,239,7012801
2923,27,1,0,1210,239,7015201
2924,33,2,0,1212,239,7017601
2925,30,0,0,1212,239,7020001
2926,32,1,0,1213,239,7022401
2927,29,2,0,1215,239,7024801
2928,27,0,0,1215,239,7027201
2929,22,0,0,1215,239,7029601
2930,28,0,0,1215,239,7032001
2931,28,0,0,1215,239,7034401
2932,27,0,0,1215,239,7036801
2933,26,1,0,1216,239,7039201
2934,27,0,0,1216,239,7041601
2935,28,0,0,1216,239,7044001
2936,31,0,0,1216,239,7046401
2937,30,0,0,1216,239,7048801
2938,31,1,0,1217,239,7051201
2939,32,1,0,1218,239,7053601
2940,30,0,0,1218,239,7056001
2941,32,0,0,1218,239,7058401
2942,33,0,0,1218,239,7060801
2943,33,0,0,1218,239,7063201
2944,34,0,0,1218,239,7065601
2945,32,0,0,1218,239,7068001
2946,34,3,1,1221,240,7070401
2947,28,0,0,1221,240,7072801
2948,26,0,0,1221,240,7075201
2949,28,0,0,1221,240,7077601
2950,28,0,0,1221,240,7080001
2951,30,0,0,1221,240,7082401
2952,29,1,1,1222,241,7084801
2953,33,0,0,1222,241,7087201
2954,35,0,0,1222,241,7089601
2955,32,0,0,1222,241,7092001
2956,34,0,0,1222,241,7094401
2957,34,0,0,1222,241,7096801
2958,31,1,0,1223,241,7099201
2959,30,0,0,1223,241,7101601
2960,30,0,0,1223,241,7104001
2961,29,1,0,1224,241,7106401
2962,31,0,0,1224,241,7108801
2963,29,1,0,1225,241,7111201
2964,31,0,0,1225,241,7113601
2965,29,0,0,1225,241,7116001
2966,28,0,0,1225,241,7118401
2967,28,0,0,1225,241,7120801
2968,28,0,0,1225,241,7123201
2969,29,0,0,1225,241,7125601
2970,31,1,0,1226,241,7128001
2971,30,1,1,1227,242,7130401
2972,27,1,0,1228,242,7132801
2973,27,2,0,1230,242,7135201
2974,26,1,0,1231,242,7137601
2975,22,1,0,1232,242,7140001
2976,25,0,0,1232,242,7142401
2977,26,0,0,1232,242,7144801
2978,23,2,1,1234,243,7147201
2979,25,0,0,1234,243,7149601
2980,25,0,0,1234,243,7152001
2981,26,1,0,1235,243,7154401
2982,29,0,0,1235,243,7156801
2983,29,1,0,1236,243,7159201
2984,27,0,0,1236,243,7161601
2985,28,0,0,1236,243,7164001
2986,30,0,0,1236,243,7166401
2987,26,0,0,1236,243,7168801
2988,32,0,0,1236,243,7171201
2989,31,0,0,1236,243,7173601
2990,32,0,0,1236,243,7176001
2991,29,1,1,1237,244,7178401
2992,32,0,0,1237,244,7180801
2993,32,0,0,1237,244,7183201
2994,32,1,0,1238,244,7185601
2995,31,0,0,1238,244,7188001
2996,29,0,0,1238,244,7190401
2997,33,0,0,1238,244,7192801
2998,31,0,0,1238,244,7195201
2999,33,1,0,1239,244,7197601
3000,30,1,0,1240,244,7200001
3001,31,0,0,1240,244,7202401
3002,29,2,0,1242,244,7204801
3003,32,2,0,1244,244,7207201
3004,34,1,0,1245,244,7209601
3005,30,1,0,1246,244,7212001
3006,34,1,0,1247,244,7214401
3007,35,0,0,1247,244,7216801
3008,31,1,0,1248,244,7219201
3009,31,0,0,1248,244,7221601
3010,33,0,0,1248,244,7224001
3011,32,0,0,1248,244,7226401
3012,32,0,0,1248,244,7228801
3013,29,2,0,1250,244,7231201
3014,29,1,1,1251,245,7233601
3015,28,2,0,1253,245,7236001
3016,27,0,0,1253,245,7238401
3017,26,0,0,1253,245,7240801
3018,29,1,0,1254,245,7243201
3019,26,0,0,1254,245,7245601
3020,26,1,0,1255,245,7248001
3021,25,0,0,1255,245,7250401
3022,25,0,0,1255,245,7252801
3023,27,2,0,1257,245,7255201
3024,24,0,0,1257,245,7257601
3025,24,1,0,1258,245,7260001
3026,26,0,0,1258,245,7262401
3027,29,0,0,1258,245,7264801
3028,33,1,0,1259,245,7267201
3029,36,0,0,1259,245,7269601
3030,30,0,0,1259,245,7272001
3031,36,0,0,1259,245,7274401
3032,33,0,0,1259,245,7276801
3033,31,0,0,1259,245,7279201
3034,29,0,0,1259,245,7281601
3035,31,0,0,1259,245,7284001
3036,32,0,0,1259,245,7286401
3037,31,2,0,1261,245,7288801
3038,29,1,0,1262,245,7291201
3039,28,0,0,1262,245,7293601
3040,31,0,0,1262,245,7296001
3041,29,1,0,1263,245,7298401
3042,30,0,0,1263,245,7300801
3043,26,1,0,1264,245,7303201
3044,29,0,0,1264,245,7305601
3045,26,2,0,1266,245,7308001
3046,27,0,0,1266,245,7310401
3047,28,2,0,1268,245,7312801
3048,27,0,0,1268,245,7315201
3049,24,0,0,1268,245,7317601
3050,25,0,0,1268,245,7320001
3051,24,0,0,1268,245,7322401
3052,24,1,0,1269,245,7324801
3053,23,0,0,1269,245,7327201
3054,24,1,1,1270,246,7329601
3055,25,0,0,1270,246,7332001
3056,28,1,0,1271,246,7334401
3057,22,1,0,1272,246,7336801
3058,21,2,0,1274,246,7339201
3059,24,0,0,1274,246,7341601
3060,21,1,0,1275,246,7344001
3061,24,0,0,1275,246,7346401
3062,25,1,1,1276,247,7348801
3063,26,1,1,1277,248,7351201
3064,24,1,0,1278,248,7353601
3065,25,1,0,1279,248,7356001
3066,23,0,0,1279,248,7358401
3067,26,2,0,1281,248,7360801
3068,27,1,1,1282,249,7363201
