simMinute,population,stripEntries,crossings,totalStripEntries,totalCrossings,simTick
99,36,1,1,80,48,237601
100,39,3,1,83,49,240001
101,38,1,0,84,49,242401
102,38,2,1,86,50,244801
103,35,0,0,86,50,247201
104,40,1,1,87,51,249601
105,34,0,0,87,51,252001
106,36,0,0,87,51,254401
107,35,2,1,89,52,256801
108,35,1,1,90,53,259201
109,36,1,0,91,53,261601
110,34,2,1,93,54,264001
111,36,1,1,94,55,266401
112,35,2,1,96,56,268801
113,33,0,0,96,56,271201
114,36,2,1,98,57,273601
115,35,1,1,99,58,276001
116,33,0,0,99,58,278401
117,37,3,1,102,59,280801
118,38,0,0,102,59,283201
119,37,0,0,102,59,285601
120,40,1,1,103,60,288001
121,39,1,1,104,61,290401
122,43,0,0,104,61,292801
123,43,0,0,104,61,295201
124,45,1,0,105,61,297601
125,46,1,0,106,61,300001
126,46,2,1,108,62,302401
127,51,0,0,108,62,304801
128,46,3,1,111,63,307201
129,44,3,0,114,63,309601
130,41,1,0,115,63,312001
131,42,0,0,115,63,314401
132,45,1,1,116,64,316801
133,39,1,1,117,65,319201
134,38,3,1,120,66,321601
135,42,1,0,121,66,324001
136,43,1,0,122,66,326401
137,41,0,0,122,66,328801
138,40,3,0,125,66,331201
139,33,2,0,127,66,333601
140,36,3,2,130,68,336001
141,36,2,1,132,69,338401
142,36,2,0,134,69,340801
143,34,0,0,134,69,343201
144,35,0,0,134,69,345601
145,36,1,1,135,70,348001
146,33,1,0,136,70,350401
147,33,0,0,136,70,352801
148,32,5,1,141,71,355201
149,29,2,1,143,72,357601
150,22,3,1,146,73,360001
151,26,0,0,146,73,362401
152,24,2,1,148,74,364801
153,25,0,0,148,74,367201
154,29,1,1,149,75,369601
155,30,1,1,150,76,372001
156,29,0,0,150,76,374401
157,33,1,1,151,77,376801
158,34,1,0,152,77,379201
159,34,0,0,152,77,381601
160,28,3,0,155,77,384001
161,28,1,1,156,78,386401
162,28,0,0,156,78,388801
163,29,0,0,156,78,391201
164,29,2,1,158,79,393601
165,28,1,0,159,79,396001
166,28,2,1,161,80,398401
167,31,0,0,161,80,400801
168,29,2,1,163,81,403201
169,29,0,0,163,81,405601
170,29,0,0,163,81,408001
171,28,0,0,163,81,410401
172,28,1,0,164,81,412801
173,27,0,0,164,81,415201
174,27,3,2,167,83,417601
175,27,0,0,167,83,420001
176,27,0,0,167,83,422401
177,25,2,0,169,83,424801
178,26,0,0,169,83,427201
179,26,1,0,170,83,429601
180,25,1,1,171,84,432001
181,28,0,0,171,84,434401
182,29,1,1,172,85,436801
183,32,2,1,174,86,439201
184,32,1,1,175,87,441601
185,29,1,0,176,87,444001
186,31,1,1,177,88,446401
187,29,1,0,178,88,448801
188,27,2,0,180,88,451201
189,26,0,0,180,88,453601
190,25,0,0,180,88,456001
191,24,0,0,180,88,458401
192,23,0,0,180,88,460801
193,26,0,0,180,88,463201
194,31,0,0,180,88,465601
195,30,2,1,182,89,468001
196,27,1,0,183,89,470401
197,27,0,0,183,89,472801
198,30,0,0,183,89,475201
199,30,1,0,184,89,477601
200,30,0,0,184,89,480001
201,28,1,1,185,90,482401
202,24,1,0,186,90,484801
203,27,0,0,186,90,487201
204,30,0,0,186,90,489601
205,33,0,0,186,90,492001
206,32,1,0,187,90,494401
207,33,0,0,187,90,496801
208,34,1,0,188,90,499201
209,35,0,0,188,90,501601
210,34,1,1,189,91,504001
211,32,1,0,190,91,506401
212,30,1,0,191,91,508801
213,31,0,0,191,91,511201
214,30,0,0,191,91,513601
215,25,1,0,192,91,516001
216,27,0,0,192,91,518401
217,30,0,0,192,91,520801
218,26,0,0,192,91,523201
219,25,1,0,193,91,525601
220,25,1,1,194,92,528001
221,29,2,0,196,92,530401
222,28,0,0,196,92,532801
223,26,0,0,196,92,535201
224,27,1,1,197,93,537601
225,26,0,0,197,93,540001
226,30,0,0,197,93,542401
227,30,0,0,197,93,544801
228,28,0,0,197,93,547201
229,28,0,0,197,93,549601
230,31,0,0,197,93,552001
231,31,0,0,197,93,554401
232,30,0,0,197,93,556801
233,30,1,0,198,93,559201
234,28,0,0,198,93,561601
235,30,1,0,199,93,564001
236,29,0,0,199,93,566401
237,31,0,0,199,93,568801
238,32,0,0,199,93,571201
239,30,0,0,199,93,573601
240,33,0,0,199,93,576001
241,35,0,0,199,93,578401
242,34,0,0,199,93,580801
243,35,2,2,201,95,583201
244,33,0,0,201,95,585601
245,33,0,0,201,95,588001
246,32,1,0,202,95,590401
247,33,0,0,202,95,592801
248,34,0,0,202,95,595201
249,34,0,0,202,95,597601
250,34,0,0,202,95,600001
251,34,0,0,202,95,602401
252,36,0,0,202,95,604801
253,35,1,0,203,95,607201
254,37,0,0,203,95,609601
255,35,0,0,203,95,612001
256,37,0,0,203,95,614401
257,38,1,0,204,95,616801
258,42,0,0,204,95,619201
259,40,1,0,205,95,621601
260,40,0,0,205,95,624001
261,40,0,0,205,95,626401
262,41,1,1,206,96,628801
263,42,2,1,208,97,631201
264,44,2,0,210,97,633601
265,38,2,0,212,97,636001
266,36,0,0,212,97,638401
267,38,0,0,212,97,640801
268,36,1,0,213,97,643201
269,36,0,0,213,97,645601
270,36,1,1,214,98,648001
271,37,0,0,214,98,650401
272,36,1,1,215,99,652801
273,37,1,0,216,99,655201
274,37,1,0,217,99,657601
275,37,0,0,217,99,660001
276,34,1,0,218,99,662401
277,36,0,0,218,99,664801
278,41,0,0,218,99,667201
279,39,2,0,220,99,669601
280,38,0,0,220,99,672001
281,32,1,0,221,99,674401
282,34,0,0,221,99,676801
283,34,0,0,221,99,679201
284,34,1,0,222,99,681601
285,29,0,0,222,99,684001
286,31,1,1,223,100,686401
287,28,0,0,223,100,688801
288,29,0,0,223,100,691201
289,31,1,1,224,101,693601
290,28,0,0,224,101,696001
291,29,0,0,224,101,698401
292,27,0,0,224,101,700801
293,29,2,0,226,101,703201
294,29,1,1,227,102,705601
295,27,0,0,227,102,708001
296,25,0,0,227,102,710401
297,23,0,0,227,102,712801
298,27,2,0,229,102,715201
299,27,0,0,229,102,717601
300,25,0,0,229,102,720001
301,23,0,0,229,102,722401
302,26,0,0,229,102,724801
303,28,0,0,229,102,727201
304,26,0,0,229,102,729601
305,27,0,0,229,102,732001
306,25,0,0,229,102,734401
307,28,0,0,229,102,736801
308,27,1,1,230,103,739201
309,27,1,0,231,103,741601
310,24,0,0,231,103,744001
311,25,0,0,231,103,746401
312,26,0,0,231,103,748801
313,27,0,0,231,103,751201
314,30,0,0,231,103,753601
315,27,2,0,233,103,756001
316,29,0,0,233,103,758401
317,29,0,0,233,103,760801
318,28,0,0,233,103,763201
319,25,1,0,234,103,765601
320,23,0,0,234,103,768001
321,25,1,0,235,103,770401
322,25,0,0,235,103,772801
323,24,0,0,235,103,775201
324,24,0,0,235,103,777601
325,24,1,1,236,104,780001
326,26,0,0,236,104,782401
327,28,0,0,236,104,784801
328,28,0,0,236,104,787201
329,27,1,0,237,104,789601
330,25,0,0,237,104,792001
331,31,0,0,237,104,794401
332,25,0,0,237,104,796801
333,24,1,0,238,104,799201
334,23,0,0,238,104,801601
335,22,0,0,238,104,804001
336,21,1,0,239,104,806401
337,21,0,0,239,104,808801
338,22,0,0,239,104,811201
339,22,0,0,239,104,813601
340,24,0,0,239,104,816001
341,26,0,0,239,104,818401
342,25,0,0,239,104,820801
343,24,0,0,239,104,823201
344,25,0,0,239,104,825601
345,25,0,0,239,104,828001
346,25,1,0,240,104,830401
347,25,0,0,240,104,832801
348,26,0,0,240,104,835201
349,29,0,0,240,104,837601
350,28,1,1,241,105,840001
351,28,0,0,241,105,842401
352,29,0,0,241,105,844801
353,33,0,0,241,105,847201
354,28,0,0,241,105,849601
355,31,0,0,241,105,852001
356,32,0,0,241,105,854401
357,32,0,0,241,105,856801
358,33,0,0,241,105,859201
359,32,0,0,241,105,861601
360,35,0,0,241,105,864001
361,35,0,0,241,105,866401
362,37,0,0,241,105,868801
363,38,0,0,241,105,871201
364,37,0,0,241,105,873601
365,46,0,0,241,105,876001
366,41,0,0,241,105,878401
367,41,0,0,241,105,880801
368,43,0,0,241,105,883201
369,44,0,0,241,105,885601
370,41,2,1,243,106,888001
371,36,1,0,244,106,890401
372,37,1,1,245,107,892801
373,37,0,0,245,107,895201
374,39,0,0,245,107,897601
375,34,0,0,245,107,900001
376,35,0,0,245,107,902401
377,35,0,0,245,107,904801
378,34,1,0,246,107,907201
379,31,0,0,246,107,909601
380,33,1,0,247,107,912001
381,36,0,0,247,107,914401
382,36,0,0,247,107,916801
383,37,0,0,247,107,919201
384,40,0,0,247,107,921601
385,39,0,0,247,107,924001
386,38,0,0,247,107,926401
387,38,0,0,247,107,928801
388,37,0,0,247,107,931201
389,38,0,0,247,107,933601
390,39,0,0,247,107,936001
391,38,0,0,247,107,938401
392,38,0,0,247,107,940801
393,38,0,0,247,107,943201
394,35,0,0,247,107,945601
395,34,0,0,247,107,948001
396,31,2,0,249,107,950401
397,29,0,0,249,107,952801
398,28,0,0,249,107,955201
399,33,1,0,250,107,957601
400,33,1,0,251,107,960001
401,30,0,0,251,107,962401
402,29,0,0,251,107,964801
403,27,0,0,251,107,967201
404,28,0,0,251,107,969601
405,24,0,0,251,107,972001
406,22,0,0,251,107,974401
407,23,1,1,252,108,976801
408,25,0,0,252,108,979201
409,28,0,0,252,108,981601
410,24,0,0,252,108,984001
411,23,0,0,252,108,986401
412,27,1,0,253,108,988801
413,28,0,0,253,108,991201
414,30,0,0,253,108,993601
415,24,0,0,253,108,996001
416,27,0,0,253,108,998401
417,32,0,0,253,108,1000801
418,29,0,0,253,108,1003201
419,26,1,0,254,108,1005601
420,26,1,1,255,109,1008001
421,26,1,0,256,109,1010401
422,28,0,0,256,109,1012801
423,26,0,0,256,109,1015201
424,26,0,0,256,109,1017601
425,29,0,0,256,109,1020001
426,29,0,0,256,109,1022401
427,29,1,0,257,109,1024801
428,29,0,0,257,109,1027201
429,32,0,0,257,109,1029601
430,29,0,0,257,109,1032001
431,30,1,1,258,110,1034401
432,26,1,0,259,110,1036801
433,27,0,0,259,110,1039201
434,29,0,0,259,110,1041601
435,33,0,0,259,110,1044001
436,31,0,0,259,110,1046401
437,28,0,0,259,110,1048801
438,25,1,0,260,110,1051201
439,29,0,0,260,110,1053601
440,27,0,0,260,110,1056001
441,24,1,0,261,110,1058401
442,25,0,0,261,110,1060801
443,27,0,0,261,110,1063201
444,32,0,0,261,110,1065601
445,32,0,0,261,110,1068001
446,29,0,0,261,110,1070401
447,25,0,0,261,110,1072801
448,29,0,0,261,110,1075201
449,26,0,0,261,110,1077601
450,23,0,0,261,110,1080001
451,26,0,0,261,110,1082401
452,25,0,0,261,110,1084801
453,30,0,0,261,110,1087201
454,29,1,0,262,110,1089601
455,25,1,0,263,110,1092001
456,24,0,0,263,110,1094401
457,25,1,0,264,110,1096801
458,26,0,0,264,110,1099201
459,25,1,0,265,110,1101601
460,28,0,0,265,110,1104001
461,25,1,0,266,110,1106401
462,26,0,0,266,110,1108801
463,26,0,0,266,110,1111201
464,27,0,0,266,110,1113601
465,26,0,0,266,110,1116001
466,29,0,0,266,110,1118401
467,27,0,0,266,110,1120801
468,30,0,0,266,110,1123201
469,30,0,0,266,110,1125601
470,31,0,0,266,110,1128001
471,29,0,0,266,110,1130401
472,30,0,0,266,110,1132801
473,31,0,0,266,110,1135201
474,33,0,0,266,110,1137601
475,29,0,0,266,110,1140001
476,31,1,0,267,110,1142401
477,30,0,0,267,110,1144801
478,28,0,0,267,110,1147201
479,30,0,0,267,110,1149601
480,32,0,0,267,110,1152001
481,31,0,0,267,110,1154401
482,33,1,0,268,110,1156801
483,32,0,0,268,110,1159201
484,35,0,0,268,110,1161601
485,33,0,0,268,110,1164001
486,31,0,0,268,110,1166401
487,30,0,0,268,110,1168801
488,33,0,0,268,110,1171201
489,39,0,0,268,110,1173601
490,33,0,0,268,110,1176001
491,34,0,0,268,110,1178401
492,35,0,0,268,110,1180801
493,37,0,0,268,110,1183201
494,39,0,0,268,110,1185601
495,35,0,0,268,110,1188001
496,37,0,0,268,110,1190401
497,35,1,0,269,110,1192801
498,35,0,0,269,110,1195201
499,35,0,0,269,110,1197601
500,31,0,0,269,110,1200001
501,29,0,0,269,110,1202401
502,30,0,0,269,110,1204801
503,36,0,0,269,110,1207201
504,36,0,0,269,110,1209601
505,34,0,0,269,110,1212001
506,35,0,0,269,110,1214401
507,33,1,0,270,110,1216801
508,32,0,0,270,110,1219201
509,31,1,0,271,110,1221601
510,29,0,0,271,110,1224001
511,29,0,0,271,110,1226401
512,28,0,0,271,110,1228801
513,26,3,1,274,111,1231201
514,25,0,0,274,111,1233601
515,24,0,0,274,111,1236001
516,26,0,0,274,111,1238401
517,29,0,0,274,111,1240801
518,28,1,0,275,111,1243201
519,27,0,0,275,111,1245601
520,29,0,0,275,111,1248001
521,29,0,0,275,111,1250401
522,27,0,0,275,111,1252801
523,27,0,0,275,111,1255201
524,27,0,0,275,111,1257601
525,29,1,0,276,111,1260001
526,28,0,0,276,111,1262401
527,30,0,0,276,111,1264801
528,33,0,0,276,111,1267201
529,30,0,0,276,111,1269601
530,26,1,0,277,111,1272001
531,27,0,0,277,111,1274401
532,26,0,0,277,111,1276801
533,26,1,0,278,111,1279201
534,26,0,0,278,111,1281601
535,25,0,0,278,111,1284001
536,25,0,0,278,111,1286401
537,28,1,0,279,111,1288801
538,26,0,0,279,111,1291201
539,24,0,0,279,111,1293601
540,25,0,0,279,111,1296001
541,27,0,0,279,111,1298401
542,27,0,0,279,111,1300801
543,26,0,0,279,111,1303201
544,27,0,0,279,111,1305601
545,27,0,0,279,111,1308001
546,31,0,0,279,111,1310401
547,28,0,0,279,111,1312801
548,29,0,0,279,111,1315201
549,33,0,0,279,111,1317601
550,34,0,0,279,111,1320001
551,32,0,0,279,111,1322401
552,32,0,0,279,111,1324801
553,29,1,0,280,111,1327201
554,26,2,0,282,111,1329601
555,26,0,0,282,111,1332001
556,25,0,0,282,111,1334401
557,28,0,0,282,111,1336801
558,28,0,0,282,111,1339201
559,30,0,0,282,111,1341601
560,28,0,0,282,111,1344001
561,30,0,0,282,111,1346401
562,31,0,0,282,111,1348801
563,28,0,0,282,111,1351201
564,29,0,0,282,111,1353601
565,31,1,0,283,111,1356001
566,28,0,0,283,111,1358401
567,25,1,0,284,111,1360801
568,27,0,0,284,111,1363201
569,26,0,0,284,111,1365601
570,25,0,0,284,111,1368001
571,29,0,0,284,111,1370401
572,26,0,0,284,111,1372801
573,26,0,0,284,111,1375201
574,23,0,0,284,111,1377601
575,23,0,0,284,111,1380001
576,25,0,0,284,111,1382401
577,26,0,0,284,111,1384801
578,26,0,0,284,111,1387201
579,22,1,0,285,111,1389601
580,25,0,0,285,111,1392001
581,24,1,0,286,111,1394401
582,25,1,0,287,111,1396801
583,24,0,0,287,111,1399201
584,29,0,0,287,111,1401601
585,29,0,0,287,111,1404001
586,27,0,0,287,111,1406401
587,27,0,0,287,111,1408801
588,26,1,0,288,111,1411201
589,29,0,0,288,111,1413601
590,27,0,0,288,111,1416001
591,25,1,0,289,111,1418401
592,23,0,0,289,111,1420801
593,26,0,0,289,111,1423201
594,23,0,0,289,111,1425601
595,23,0,0,289,111,1428001
596,21,0,0,289,111,1430401
597,22,0,0,289,111,1432801
598,22,0,0,289,111,1435201
599,22,0,0,289,111,1437601
600,20,0,0,289,111,1440001
601,21,0,0,289,111,1442401
602,22,0,0,289,111,1444801
603,19,0,0,289,111,1447201
604,21,0,0,289,111,1449601
605,19,0,0,289,111,1452001
606,19,0,0,289,111,1454401
607,21,0,0,289,111,1456801
608,23,0,0,289,111,1459201
609,22,0,0,289,111,1461601
610,21,3,1,292,112,1464001
611,20,0,0,292,112,1466401
612,24,0,0,292,112,1468801
613,23,1,0,293,112,1471201
614,23,0,0,293,112,1473601
615,20,1,0,294,112,1476001
616,19,0,0,294,112,1478401
617,20,0,0,294,112,1480801
618,22,0,0,294,112,1483201
619,22,0,0,294,112,1485601
620,23,0,0,294,112,1488001
621,24,0,0,294,112,1490401
622,25,0,0,294,112,1492801
623,25,0,0,294,112,1495201
624,26,0,0,294,112,1497601
625,24,0,0,294,112,1500001
626,26,0,0,294,112,1502401
627,28,0,0,294,112,1504801
628,26,0,0,294,112,1507201
629,27,0,0,294,112,1509601
630,28,0,0,294,112,1512001
631,27,1,0,295,112,1514401
632,24,0,0,295,112,1516801
633,23,0,0,295,112,1519201
634,27,0,0,295,112,1521601
635,26,0,0,295,112,1524001
636,26,0,0,295,112,1526401
637,27,1,0,296,112,1528801
638,27,1,0,297,112,1531201
639,29,1,1,298,113,1533601
640,27,1,0,299,113,1536001
641,25,0,0,299,113,1538401
642,28,0,0,299,113,1540801
643,30,0,0,299,113,1543201
644,30,0,0,299,113,1545601
645,26,0,0,299,113,1548001
646,28,1,0,300,113,1550401
647,29,0,0,300,113,1552801
648,31,0,0,300,113,1555201
649,33,0,0,300,113,1557601
650,31,0,0,300,113,1560001
651,30,0,0,300,113,1562401
652,34,0,0,300,113,1564801
653,33,0,0,300,113,1567201
654,35,0,0,300,113,1569601
655,34,0,0,300,113,1572001
656,33,1,0,301,113,1574401
657,33,1,0,302,113,1576801
658,35,0,0,302,113,1579201
659,30,1,0,303,113,1581601
660,32,0,0,303,113,1584001
661,31,0,0,303,113,1586401
662,33,0,0,303,113,1588801
663,32,0,0,303,113,1591201
664,31,0,0,303,113,1593601
665,34,0,0,303,113,1596001
666,37,0,0,303,113,1598401
667,39,0,0,303,113,1600801
668,40,0,0,303,113,1603201
669,35,0,0,303,113,1605601
670,36,0,0,303,113,1608001
671,36,0,0,303,113,1610401
672,35,0,0,303,113,1612801
673,34,0,0,303,113,1615201
674,37,0,0,303,113,1617601
675,36,0,0,303,113,1620001
676,35,0,0,303,113,1622401
677,35,0,0,303,113,1624801
678,40,0,0,303,113,1627201
679,33,1,0,304,113,1629601
680,33,0,0,304,113,1632001
681,37,0,0,304,113,1634401
682,36,0,0,304,113,1636801
683,38,0,0,304,113,1639201
684,42,0,0,304,113,1641601
685,39,0,0,304,113,1644001
686,35,0,0,304,113,1646401
687,33,0,0,304,113,1648801
688,36,0,0,304,113,1651201
689,34,0,0,304,113,1653601
690,36,0,0,304,113,1656001
691,36,1,0,305,113,1658401
692,36,0,0,305,113,1660801
693,32,1,0,306,113,1663201
694,33,0,0,306,113,1665601
695,37,0,0,306,113,1668001
696,36,0,0,306,113,1670401
697,31,0,0,306,113,1672801
698,30,0,0,306,113,1675201
699,29,1,0,307,113,1677601
700,31,0,0,307,113,1680001
701,32,0,0,307,113,1682401
702,30,1,0,308,113,1684801
703,25,1,0,309,113,1687201
704,24,2,0,311,113,1689601
705,22,1,0,312,113,1692001
706,21,0,0,312,113,1694401
707,21,0,0,312,113,1696801
708,24,0,0,312,113,1699201
709,25,0,0,312,113,1701601
710,23,0,0,312,113,1704001
711,25,0,0,312,113,1706401
712,24,1,0,313,113,1708801
713,24,0,0,313,113,1711201
714,18,0,0,313,113,1713601
715,19,0,0,313,113,1716001
716,21,0,0,313,113,1718401
717,21,0,0,313,113,1720801
718,19,0,0,313,113,1723201
719,18,0,0,313,113,1725601
720,24,0,0,313,113,1728001
721,22,0,0,313,113,1730401
722,22,0,0,313,113,1732801
723,20,0,0,313,113,1735201
724,18,1,0,314,113,1737601
725,18,1,0,315,113,1740001
726,18,0,0,315,113,1742401
727,20,0,0,315,113,1744801
728,20,0,0,315,113,1747201
729,20,1,0,316,113,1749601
730,19,0,0,316,113,1752001
731,22,0,0,316,113,1754401
732,21,0,0,316,113,1756801
733,20,0,0,316,113,1759201
734,19,0,0,316,113,1761601
735,20,0,0,316,113,1764001
736,23,0,0,316,113,1766401
737,21,0,0,316,113,1768801
738,20,0,0,316,113,1771201
739,17,0,0,316,113,1773601
740,18,0,0,316,113,1776001
741,22,0,0,316,113,1778401
742,20,0,0,316,113,1780801
743,19,0,0,316,113,1783201
744,20,0,0,316,113,1785601
745,23,0,0,316,113,1788001
746,23,0,0,316,113,1790401
747,24,0,0,316,113,1792801
748,23,0,0,316,113,1795201
749,27,0,0,316,113,1797601
750,25,0,0,316,113,1800001
751,24,0,0,316,113,1802401
752,23,0,0,316,113,1804801
753,25,0,0,316,113,1807201
754,24,1,0,317,113,1809601
755,23,0,0,317,113,1812001
756,21,0,0,317,113,1814401
757,22,0,0,317,113,1816801
758,25,0,0,317,113,1819201
759,26,0,0,317,113,1821601
760,25,0,0,317,113,1824001
761,26,0,0,317,113,1826401
762,26,2,0,319,113,1828801
763,24,0,0,319,113,1831201
764,24,1,0,320,113,1833601
765,24,0,0,320,113,1836001
766,26,0,0,320,113,1838401
767,27,0,0,320,113,1840801
768,24,0,0,320,113,1843201
769,26,0,0,320,113,1845601
770,28,0,0,320,113,1848001
771,26,0,0,320,113,1850401
772,27,0,0,320,113,1852801
773,27,0,0,320,113,1855201
774,29,0,0,320,113,1857601
775,32,0,0,320,113,1860001
776,32,0,0,320,113,1862401
777,29,0,0,320,113,1864801
778,30,0,0,320,113,1867201
779,32,1,0,321,113,1869601
780,34,0,0,321,113,1872001
781,34,0,0,321,113,1874401
782,38,0,0,321,113,1876801
783,38,0,0,321,113,1879201
784,38,0,0,321,113,1881601
785,38,0,0,321,113,1884001
786,37,0,0,321,113,1886401
787,35,0,0,321,113,1888801
788,35,0,0,321,113,1891201
789,38,0,0,321,113,1893601
790,36,1,0,322,113,1896001
791,33,1,0,323,113,1898401
792,34,0,0,323,113,1900801
793,35,0,0,323,113,1903201
794,36,0,0,323,113,1905601
795,31,0,0,323,113,1908001
796,31,0,0,323,113,1910401
797,32,0,0,323,113,1912801
798,34,0,0,323,113,1915201
799,35,0,0,323,113,1917601
800,33,1,0,324,113,1920001
801,34,0,0,324,113,1922401
802,34,0,0,324,113,1924801
803,33,0,0,324,113,1927201
804,32,0,0,324,113,1929601
805,29,0,0,324,113,1932001
806,32,0,0,324,113,1934401
807,27,0,0,324,113,1936801
808,28,0,0,324,113,1939201
809,26,0,0,324,113,1941601
810,28,0,0,324,113,1944001
811,25,0,0,324,113,1946401
812,26,1,0,325,113,1948801
813,27,0,0,325,113,1951201
814,27,0,0,325,113,1953601
815,27,0,0,325,113,1956001
816,27,0,0,325,113,1958401
817,28,0,0,325,113,1960801
818,26,0,0,325,113,1963201
819,22,0,0,325,113,1965601
820,22,0,0,325,113,1968001
821,23,0,0,325,113,1970401
822,22,0,0,325,113,1972801
823,25,0,0,325,113,1975201
824,28,0,0,325,113,1977601
825,28,0,0,325,113,1980001
826,26,0,0,325,113,1982401
827,26,0,0,325,113,1984801
828,25,0,0,325,113,1987201
829,26,0,0,325,113,1989601
830,26,0,0,325,113,1992001
831,28,0,0,325,113,1994401
832,26,1,0,326,113,1996801
833,24,0,0,326,113,1999201
834,26,0,0,326,113,2001601
835,26,0,0,326,113,2004001
836,26,0,0,326,113,2006401
837,27,0,0,326,113,2008801
838,28,0,0,326,113,2011201
839,27,0,0,326,113,2013601
840,28,0,0,326,113,2016001
841,27,0,0,326,113,2018401
842,28,0,0,326,113,2020801
843,29,0,0,326,113,2023201
844,27,1,0,327,113,2025601
845,26,0,0,327,113,2028001
846,26,0,0,327,113,2030401
847,27,1,0,328,113,2032801
848,30,0,0,328,113,2035201
849,29,0,0,328,113,2037601
850,28,1,0,329,113,2040001
851,32,0,0,329,113,2042401
852,29,0,0,329,113,2044801
853,26,1,0,330,113,2047201
854,27,0,0,330,113,2049601
855,32,0,0,330,113,2052001
856,34,0,0,330,113,2054401
857,31,0,0,330,113,2056801
858,32,0,0,330,113,2059201
859,29,1,0,331,113,2061601
860,31,0,0,331,113,2064001
861,33,0,0,331,113,2066401
862,33,0,0,331,113,2068801
863,32,0,0,331,113,2071201
864,31,0,0,331,113,2073601
865,32,0,0,331,113,2076001
866,33,1,0,332,113,2078401
867,33,0,0,332,113,2080801
868,32,0,0,332,113,2083201
869,35,0,0,332,113,2085601
870,36,0,0,332,113,2088001
871,32,1,0,333,113,2090401
872,34,0,0,333,113,2092801
873,30,0,0,333,113,2095201
874,29,0,0,333,113,2097601
875,26,1,0,334,113,2100001
876,27,0,0,334,113,2102401
877,27,0,0,334,113,2104801
878,26,0,0,334,113,2107201
879,26,0,0,334,113,2109601
880,30,0,0,334,113,2112001
881,26,1,0,335,113,2114401
882,25,0,0,335,113,2116801
883,25,0,0,335,113,2119201
884,27,0,0,335,113,2121601
885,25,0,0,335,113,2124001
886,27,0,0,335,113,2126401
887,25,0,0,335,113,2128801
888,23,0,0,335,113,2131201
889,26,0,0,335,113,2133601
890,25,0,0,335,113,2136001
891,26,0,0,335,113,2138401
892,27,0,0,335,113,2140801
893,30,0,0,335,113,2143201
894,26,0,0,335,113,2145601
895,29,0,0,335,113,2148001
896,29,0,0,335,113,2150401
